,0,1,2,3
0,0.0,,,
1,-0.23766971124326447,0.7636679124716191,-0.2298815563955009,1.0924209938498561
2,-0.26267568880312364,0.7959734765316769,-0.2501923145784631,1.062862294802155
3,-0.2763356398480366,0.8211681904493436,-0.258879981840045,1.0274345087389034
4,-0.28132623386511896,0.8087574938559953,-0.2689489356327459,1.0697118884704429
5,-0.2838038999457387,0.7971225292034438,-0.2756937804129864,1.1046842030637831
6,-0.28630854808968137,0.8075325708973371,-0.27543968319738776,1.083395571358128
7,-0.28205814790120504,0.7445289524456546,-0.2903328407810422,1.2353462117240208
8,-0.2862969952947229,0.785788678986596,-0.2823614654608304,1.1389199492494266
9,-0.2880717310250808,0.8161079406002798,-0.2748630134296748,1.0652232554207501
10,-0.28712249865490785,0.8062583186548828,-0.2768426953044722,1.0883751366114138
11,-0.286704939783051,0.7958716880010849,-0.27964461980772737,1.1140251887354495
12,-0.2877591961584596,0.8069070950416759,-0.2774152774185769,1.0880664768213366
13,-0.28277681192475584,0.7442190861143658,-0.2913115678220531,1.2376602200531683
14,-0.2866622807282813,0.7856311788843776,-0.2828589367684167,1.1400961226880164
15,-0.28825052521297373,0.8160308499191791,-0.27510650788707336,1.0657989503580634
16,-0.2872102101893741,0.8062205000769297,-0.27696214702012445,1.0886575567892245
17,-0.28674870021089294,0.7958528198195889,-0.27970421582568783,1.1141660918434317
18,-0.2877810481263771,0.8068976731297558,-0.2774450369601698,1.088136837426727
19,-0.28278763095425324,0.7442144212739557,-0.2913263019347673,1.2376950559758666
20,-0.2866677779487822,0.7856288086480876,-0.2828664232686147,1.1401138230509251
21,-0.2882532155678615,0.8160296899189959,-0.2751101718009361,1.065807612964531
22,-0.2872115299080841,0.8062199310538791,-0.2769639443055675,1.0886618061185174
23,-0.2867493586093416,0.7958525359379626,-0.2797051124788447,1.1141682118041425
24,-0.2877813768944447,0.8068975313748444,-0.27744548469956876,1.0881378960188117
25,-0.28278779372771146,0.7442143510909317,-0.29132652361107203,1.2376955800860565
26,-0.28666786065462985,0.7856287729878114,-0.2828665359032352,1.140114089353417
27,-0.2882532560442562,0.8160296724667908,-0.2751102269245276,1.0658077432934632
28,-0.2872115497632332,0.8062199224929355,-0.27696397134570133,1.0886618700496158
29,-0.2867493685149309,0.7958525316669701,-0.27970512596897057,1.1141682436989018
30,-0.2877813818407512,0.8068975292421458,-0.27744549143579567,1.0881379119453003
31,-0.2827877961766333,0.7442143500350302,-0.29132652694618544,1.237695587971279
32,-0.2866678618989368,0.7856287724513037,-0.2828665375978196,1.1401140933599296
33,-0.2882532566532223,0.816029672204223,-0.2751102277538603,1.0658077452542578
34,-0.2872115500619533,0.8062199223641363,-0.2769639717525193,1.0886618710114573
35,-0.28674936866396017,0.7958525316027132,-0.27970512617192905,1.1141682441787575
36,-0.2877813819151682,0.8068975292100593,-0.27744549153714204,1.088137912184914
37,-0.28278779621347727,0.7442143500191443,-0.29132652699636213,1.2376955880899119
38,-0.28666786191765736,0.7856287724432319,-0.2828665376233146,1.1401140934202076
39,-0.2882532566623842,0.8160296722002727,-0.2751102277663376,1.0658077452837578
40,-0.28721155006644755,0.8062199223621986,-0.27696397175863985,1.0886618710259282
41,-0.2867493686662023,0.7958525316017464,-0.27970512617498255,1.1141682441859768
42,-0.2877813819162879,0.8068975292095766,-0.27744549153866677,1.0881379121885189
43,-0.28278779621403155,0.7442143500189052,-0.29132652699711703,1.2376955880916967
44,-0.286667861917939,0.7856287724431105,-0.2828665376236982,1.1401140934211145
45,-0.28825325666252205,0.8160296722002132,-0.27511022776652533,1.0658077452842016
46,-0.28721155006651516,0.8062199223621694,-0.27696397175873194,1.0886618710261458
47,-0.28674936866623607,0.7958525316017319,-0.2797051261750285,1.1141682441860854
48,-0.2877813819163047,0.8068975292095694,-0.2774454915386897,1.088137912188573
