,0,1,2,3
0,0.0,0.0,0.0,0.0
1,0.6341327304290935,0.3939231404969522,0.4535326450733985,0.4629215398462922
2,0.5965527097973212,0.38335119787970734,0.44335124688826283,0.4085797179419163
3,0.5684095076683542,0.39934071087262624,0.43038949014752365,0.39305404819878376
4,0.5591768430515619,0.3946602820294824,0.43730998858161124,0.38741122453395255
5,0.5902654678487309,0.3733395188870576,0.40873549881897814,0.41860398593639375
6,0.5846121814009212,0.3875935995635011,0.4244872747751545,0.39692670565304056
7,0.5647023056034715,0.40230575448340616,0.4236787927139906,0.39251641628094364
8,0.5580842109639298,0.3967002037516189,0.4344782519839423,0.38878308390509986
9,0.5897703990935219,0.37445531768247925,0.4071846999870629,0.41965237890855367
10,0.5841618083545611,0.38839627932827664,0.4230392848207399,0.3973093827141555
11,0.5643420662288829,0.40272312834311,0.4226591712970994,0.39266136492504783
12,0.557835600426478,0.39693333174151535,0.4337919289826154,0.3888423785882358
13,0.5896017364758793,0.37457591985447364,0.4067393617956507,0.41966528830219285
14,0.5840203117908611,0.3884837134907145,0.42267168414001427,0.3972718697371597
15,0.5642422160994555,0.4027700864544664,0.4224121917784162,0.3926288957503398
16,0.5577690309907127,0.3969593041134577,0.43362901115202984,0.38881949110356023
17,0.5895589817495175,0.3745896828763621,0.40663628003082464,0.4196487536034634
18,0.5839871657014591,0.3884949245042297,0.4225913709488579,0.397254661823414
19,0.5642198595247588,0.40277641813977083,0.42235936522828693,0.3926174831953608
20,0.5577543757737462,0.3969628331131958,0.4335944879173303,0.38881222191221004
21,0.5895497405860941,0.37459161545443015,0.4066146365765265,0.41964398970038447
22,0.5839801807906321,0.3884966788391463,0.4225748344602691,0.3972504912906838
23,0.5642152179424289,0.40277744698307416,0.4223485696931568,0.39261483448435225
24,0.5577513512547687,0.3969634104029123,0.4335874568276725,0.38881056902033284
25,0.5895478455613068,0.3745919387700865,0.40661024327637346,0.4196429299233779
26,0.5839787611761046,0.38849699187119924,0.42257150144774325,0.39724960481991345
27,0.5642142795938649,0.4027776342370075,0.4223463997948423,0.3926142787927623
28,0.557750741148837,0.3969635158417739,0.43358604537179385,0.3888102244795776
29,0.589547464189737,0.37459199848454533,0.4066093624349378,0.41964271057258473
30,0.5839784764184881,0.38849705144400404,0.42257083494766257,0.39724942413312747
31,0.5642140917430516,0.4027776701825223,0.42234596632966764,0.3926141660446397
32,0.557750619109559,0.39696353611270957,0.4335857635496874,0.38881015473341834
