,0,1,2,3,4,5,6,7,8,9
0,-0.8087303703130104,-1.4595463298547904e-05,-0.04680748993549106,-0.03939654536104401,-0.04507320141183045,-0.04683778606284114,0.02388769535369888,-0.07661816767260657,0.0013449585240302743,-0.08255956875407956
1,0.1368278646177494,2.3014353395067303e-06,0.006932512671592571,0.0058362296015891674,0.006636767110761608,0.006992841418656308,-0.004963846598590782,0.014607511904898153,-0.00014287037090012606,0.015737434348827087
2,-0.3616264627674654,-6.530874266327977e-06,-0.02030554754736856,-0.017165301495329657,-0.019388522152900753,-0.020399851275253036,0.010990787391911581,-0.035433164685169896,0.0006400402313807118,-0.03820077603685101
3,0.27485723154409564,4.3465244424401185e-06,0.010832786910362442,0.009332993905791735,0.010188334220625135,0.011824574024200922,-0.012283089048766904,0.034084524854621004,-0.0001505253661055758,0.036808939299227864
4,0.07608886913982811,1.2474330296311998e-06,0.0026675482199354427,0.0023687680457188196,0.0023381029988478147,0.002951952191384411,-0.0034574282094978724,0.01016803139532136,-0.00010367895128201442,0.010993827525688785
5,0.073265597899205,1.2534202062297841e-06,0.003866221506948872,0.003257274593873207,0.0037545042732509927,0.0039743945664585095,-0.002532398194524523,0.00745487372637317,-7.391766819248587e-05,0.008037717711882775
6,-0.0028659554085365925,-5.282766788653405e-09,0.0006112377594038001,0.0004494816123521506,0.000684020555467298,0.0004369739074294959,0.0006047458107220139,-0.001555022904193696,-3.1299808048929166e-06,-0.0016977129885213534
7,0.19917329000456113,3.4621137466332655e-06,0.010749269324470522,0.009061006985928124,0.010402141998672561,0.010978588285420626,-0.00662248066433134,0.019953224483284366,-0.00024073300215529425,0.021512348359038064
8,0.02434471402529424,2.730679008125209e-07,0.00030417900487775083,0.00028611562816906633,0.00031374783106132784,0.0005759579084778461,-0.0017112864530069072,0.00393398167287888,6.28505785579563e-05,0.004255921097066333
9,0.04353974393324503,6.13781624656534e-07,0.0010434581274612299,0.0009336158755969428,0.0008495900154202401,0.0011675917533191375,-0.0024701001221548733,0.006671852864842823,-1.0793754701877534e-05,0.0072011042016899614
10,0.0014443558369969785,5.385528796419615e-08,0.00014102096933078166,0.00012623891669349868,8.669408385958125e-05,8.307256969794825e-05,5.9827639151435426e-05,0.00013720486404826036,-3.061827022713883e-05,0.00014663236554221136
11,0.06698371007248294,9.805471091804526e-07,0.0016175766416804411,0.001473044958634404,0.0012997047782085651,0.001873354213812332,-0.003707398494140849,0.010223118719087841,-3.928873609142767e-05,0.011044937219790583
12,0.07039807240181051,8.606146946866799e-07,0.0015732254838683628,0.0013541627746350815,0.0015012447589108652,0.001950716634467543,-0.004393371274495667,0.010583347171079456,0.0001148013872280022,0.01141798828385515
13,0.19554498151109595,2.7642014032141653e-06,0.007380312583826177,0.006167950928561301,0.007162729221510611,0.007767395475175331,-0.009704143849298772,0.02473683454320813,0.00011802490525021452,0.026640888035413368
14,-0.0028149062640719672,2.304294799957573e-08,0.00044784240776373787,0.0003477816063171283,0.0004395897666131125,0.00028398105895279457,0.0005872818233814074,-0.0011801628554074777,-3.825800449418936e-05,-0.0012850690856143817
15,0.12306621498043405,1.8311605315234312e-06,0.004893423660013916,0.004123852009856862,0.004696998086222768,0.005148111832353908,-0.005753334149855374,0.015206891230393847,1.259591680117752e-05,0.016387916627554483
