0,1,2,3
839,0,2018-03-20,8913.469727
840,0,2018-03-21,8929.280273
841,0,2018-03-22,8728.469727
842,0,2018-03-23,8879.620117
843,0,2018-03-24,8668.120117
844,0,2018-03-25,8495.780273
845,0,2018-03-26,8209.400391
846,0,2018-03-27,7833.040039
847,0,2018-03-28,7954.47998
848,0,2018-03-29,7165.700195
849,0,2018-03-30,6890.52002
850,0,2018-03-31,6973.529785
851,0,2018-04-01,6844.22998
852,0,2018-04-02,7083.799805
853,0,2018-04-03,7456.109863
854,0,2018-04-04,6853.839844
855,0,2018-04-05,6811.470215
856,0,2018-04-06,6636.319824
857,0,2018-04-07,6911.089844
858,0,2018-04-08,7023.52002
859,0,2018-04-09,6770.72998
860,0,2018-04-10,6834.759766
861,0,2018-04-11,6968.319824
862,0,2018-04-12,7889.25
863,0,2018-04-13,7895.959961
864,0,2018-04-14,7986.240234
865,0,2018-04-15,8329.110352
866,0,2018-04-16,8058.669922
867,0,2018-04-17,7902.089844
868,0,2018-04-18,8163.419922
869,0,2018-04-19,8294.30957
870,0,2018-04-20,8845.830078
871,0,2018-04-21,8895.580078
872,0,2018-04-22,8802.459961
873,0,2018-04-23,8930.879883
874,0,2018-04-24,9697.5
875,0,2018-04-25,8845.740234
876,0,2018-04-26,9281.509766
877,0,2018-04-27,8987.049805
878,0,2018-04-28,9348.480469
879,0,2018-04-29,9419.080078
880,0,2018-04-30,9240.549805
881,0,2018-05-01,9119.009766
882,0,2018-05-02,9235.919922
883,0,2018-05-03,9743.860352
884,0,2018-05-04,9700.759766
885,0,2018-05-05,9858.150391
886,0,2018-05-06,9654.799805
887,0,2018-05-07,9373.009766
888,0,2018-05-08,9234.820313
889,0,2018-05-09,9325.179688
890,0,2018-05-10,9043.94043
891,0,2018-05-11,8441.490234
892,0,2018-05-12,8504.889648
893,0,2018-05-13,8723.94043
894,0,2018-05-14,8716.790039
895,0,2018-05-15,8510.379883
896,0,2018-05-16,8368.830078
897,0,2018-05-17,8094.319824
898,0,2018-05-18,8250.969727
899,0,2018-05-19,8247.179688
900,0,2018-05-20,8513.25
901,0,2018-05-21,8418.990234
902,0,2018-05-22,8041.779785
903,0,2018-05-23,7557.819824
904,0,2018-05-24,7587.339844
905,0,2018-05-25,7480.140137
906,0,2018-05-26,7355.879883
907,0,2018-05-27,7368.220215
908,0,2018-05-28,7135.990234
909,0,2018-05-29,7472.589844
910,0,2018-05-30,7406.52002
911,0,2018-05-31,7494.169922
912,0,2018-06-01,7541.450195
913,0,2018-06-02,7643.450195
914,0,2018-06-03,7720.25
915,0,2018-06-04,7514.470215
916,0,2018-06-05,7633.759766
917,0,2018-06-06,7653.97998
918,0,2018-06-07,7678.240234
919,0,2018-06-08,7624.919922
920,0,2018-06-09,7531.97998
921,0,2018-06-10,6786.02002
922,0,2018-06-11,6906.919922
923,0,2018-06-12,6582.359863
924,0,2018-06-13,6349.899902
925,0,2018-06-14,6675.350098
926,0,2018-06-15,6456.580078
927,0,2018-06-16,6550.160156
928,0,2018-06-17,6499.27002
929,0,2018-06-18,6734.819824
930,0,2018-06-19,6769.939941
931,0,2018-06-20,6776.549805
932,0,2018-06-21,6729.740234
933,0,2018-06-22,6083.689941
934,0,2018-06-23,6162.47998
935,0,2018-06-24,6173.22998
936,0,2018-06-25,6249.180176
937,0,2018-06-26,6093.669922
938,0,2018-06-27,6157.129883
939,0,2018-06-28,5903.439941
940,0,2018-06-29,6218.299805
941,0,2018-06-30,6404
942,0,2018-07-01,6385.819824
943,0,2018-07-02,6614.180176
944,0,2018-07-03,6529.589844
945,0,2018-07-04,6597.549805
946,0,2018-07-05,6639.140137
947,0,2018-07-06,6673.5
948,0,2018-07-07,6856.930176
949,0,2018-07-08,6773.879883
950,0,2018-07-09,6741.75
951,0,2018-07-10,6329.950195
952,0,2018-07-11,6394.709961
953,0,2018-07-12,6228.810059
954,0,2018-07-13,6238.049805
955,0,2018-07-14,6276.120117
956,0,2018-07-15,6359.640137
957,0,2018-07-16,6741.75
958,0,2018-07-17,7321.040039
959,0,2018-07-18,7370.779785
960,0,2018-07-19,7466.859863
961,0,2018-07-20,7354.129883
962,0,2018-07-21,7419.290039
963,0,2018-07-22,7418.490234
964,0,2018-07-23,7711.109863
965,0,2018-07-24,8424.269531
966,0,2018-07-25,8181.390137
967,0,2018-07-26,7951.580078
968,0,2018-07-27,8165.009766
969,0,2018-07-28,8192.150391
970,0,2018-07-29,8218.459961
971,0,2018-07-30,8180.47998
972,0,2018-07-31,7780.439941
973,0,2018-08-01,7624.910156
974,0,2018-08-02,7567.149902
975,0,2018-08-03,7434.390137
976,0,2018-08-04,7032.850098
977,0,2018-08-05,7068.47998
978,0,2018-08-06,6951.799805
979,0,2018-08-07,6753.120117
980,0,2018-08-08,6305.799805
981,0,2018-08-09,6568.22998
982,0,2018-08-10,6184.709961
983,0,2018-08-11,6295.72998
984,0,2018-08-12,6322.689941
985,0,2018-08-13,6297.569824
986,0,2018-08-14,6199.709961
987,0,2018-08-15,6308.52002
988,0,2018-08-16,6334.72998
989,0,2018-08-17,6580.629883
990,0,2018-08-18,6423.759766
991,0,2018-08-19,6506.069824
992,0,2018-08-20,6308.529785
993,0,2018-08-21,6488.759766
994,0,2018-08-22,6376.709961
995,0,2018-08-23,6534.879883
996,0,2018-08-24,6719.959961
997,0,2018-08-25,6763.189941
998,0,2018-08-26,6707.259766
999,0,2018-08-27,6884.640137
1000,0,2018-08-28,7096.279785
1001,0,2018-08-29,7047.160156
1002,0,2018-08-30,6978.22998
1003,0,2018-08-31,7037.580078
1004,0,2018-09-01,7193.25
1005,0,2018-09-02,7272.720215
1006,0,2018-09-03,7260.060059
1007,0,2018-09-04,7361.660156
1008,0,2018-09-05,6792.830078
1009,0,2018-09-06,6529.169922
1010,0,2018-09-07,6467.069824
1011,0,2018-09-08,6225.97998
1012,0,2018-09-09,6300.859863
1013,0,2018-09-10,6329.700195
1014,0,2018-09-11,6321.200195
1015,0,2018-09-12,6351.799805
1016,0,2018-09-13,6517.310059
1017,0,2018-09-14,6512.709961
1018,0,2018-09-15,6543.200195
1019,0,2018-09-16,6517.180176
1020,0,2018-09-17,6281.200195
1021,0,2018-09-18,6371.299805
1022,0,2018-09-19,6398.540039
1023,0,2018-09-20,6519.669922
1024,0,2018-09-21,6734.950195
1025,0,2018-09-22,6721.97998
1026,0,2018-09-23,6710.629883
1027,0,2018-09-24,6595.410156
1028,0,2018-09-25,6446.470215
1029,0,2018-09-26,6495
1030,0,2018-09-27,6676.75
1031,0,2018-09-28,6644.129883
1032,0,2018-09-29,6601.959961
1033,0,2018-09-30,6625.560059
1034,0,2018-10-01,6589.620117
1035,0,2018-10-02,6556.100098
1036,0,2018-10-03,6502.589844
1037,0,2018-10-04,6576.689941
1038,0,2018-10-05,6622.47998
1039,0,2018-10-06,6588.310059
1040,0,2018-10-07,6602.950195
1041,0,2018-10-08,6652.22998
1042,0,2018-10-09,6642.640137
1043,0,2018-10-10,6585.529785
1044,0,2018-10-11,6256.240234
1045,0,2018-10-12,6274.580078
1046,0,2018-10-13,6285.990234
1047,0,2018-10-14,6290.930176
1048,0,2018-10-15,6596.540039
1049,0,2018-10-16,6596.109863
1050,0,2018-10-17,6544.430176
1051,0,2018-10-18,6476.709961
1052,0,2018-10-19,6465.410156
1053,0,2018-10-20,6489.189941
1054,0,2018-10-21,6482.350098
1055,0,2018-10-22,6487.160156
1056,0,2018-10-23,6475.740234
1057,0,2018-10-24,6495.839844
1058,0,2018-10-25,6476.290039
1059,0,2018-10-26,6474.75
1060,0,2018-10-27,6480.379883
1061,0,2018-10-28,6486.390137
1062,0,2018-10-29,6332.629883
1063,0,2018-10-30,6334.27002
1064,0,2018-10-31,6317.609863
1065,0,2018-11-01,6377.779785
1066,0,2018-11-02,6388.439941
1067,0,2018-11-03,6361.259766
1068,0,2018-11-04,6376.129883
1069,0,2018-11-05,6419.660156
1070,0,2018-11-06,6461.009766
1071,0,2018-11-07,6530.140137
1072,0,2018-11-08,6453.720215
1073,0,2018-11-09,6385.620117
1074,0,2018-11-10,6409.220215
1075,0,2018-11-11,6411.27002
1076,0,2018-11-12,6371.27002
1077,0,2018-11-13,6359.490234
1078,0,2018-11-14,5738.350098
1079,0,2018-11-15,5648.029785
1080,0,2018-11-16,5575.549805
1081,0,2018-11-17,5554.330078
1082,0,2018-11-18,5623.540039
1083,0,2018-11-19,4871.490234
1084,0,2018-11-20,4451.870117
1085,0,2018-11-21,4602.169922
1086,0,2018-11-22,4365.939941
1087,0,2018-11-23,4347.109863
1088,0,2018-11-24,3880.76001
1089,0,2018-11-25,4009.969971
1090,0,2018-11-26,3779.129883
1091,0,2018-11-27,3820.719971
1092,0,2018-11-28,4257.419922
1093,0,2018-11-29,4278.84668
1094,0,2018-11-30,4017.268555
1095,0,2018-12-01,4214.671875
1096,0,2018-12-02,4139.87793
1097,0,2018-12-03,3894.130859
1098,0,2018-12-04,3956.893799
1099,0,2018-12-05,3753.994873
1100,0,2018-12-06,3521.101807
1101,0,2018-12-07,3419.937256
1102,0,2018-12-08,3476.114746
1103,0,2018-12-09,3614.234375
1104,0,2018-12-10,3502.656006
1105,0,2018-12-11,3424.588135
1106,0,2018-12-12,3486.950195
1107,0,2018-12-13,3313.677246
1108,0,2018-12-14,3242.484863
1109,0,2018-12-15,3236.761719
1110,0,2018-12-16,3252.839111
1111,0,2018-12-17,3545.864746
1112,0,2018-12-18,3696.059082
1113,0,2018-12-19,3745.950684
1114,0,2018-12-20,4134.441406
1115,0,2018-12-21,3896.543701
1116,0,2018-12-22,4014.182617
1117,0,2018-12-23,3998.980225
1118,0,2018-12-24,4078.599121
1119,0,2018-12-25,3815.490723
1120,0,2018-12-26,3857.297607
1121,0,2018-12-27,3654.833496
1122,0,2018-12-28,3923.918701
1123,0,2018-12-29,3820.408691
1124,0,2018-12-30,3865.952637
1125,0,2018-12-31,3742.700439
1126,0,2019-01-01,3843.52002
1127,0,2019-01-02,3943.409424
1128,0,2019-01-03,3836.741211
1129,0,2019-01-04,3857.717529
1130,0,2019-01-05,3845.19458
1131,0,2019-01-06,4076.632568
1132,0,2019-01-07,4025.248291
1133,0,2019-01-08,4030.8479
1134,0,2019-01-09,4035.296387
1135,0,2019-01-10,3678.924561
1136,0,2019-01-11,3687.365479
1137,0,2019-01-12,3661.301025
1138,0,2019-01-13,3552.953125
1139,0,2019-01-14,3706.052246
1140,0,2019-01-15,3630.675293
1141,0,2019-01-16,3655.006836
1142,0,2019-01-17,3678.563965
1143,0,2019-01-18,3657.839355
1144,0,2019-01-19,3728.568359
1145,0,2019-01-20,3601.013672
1146,0,2019-01-21,3576.032471
1147,0,2019-01-22,3604.577148
1148,0,2019-01-23,3585.123047
1149,0,2019-01-24,3600.865479
1150,0,2019-01-25,3599.765869
1151,0,2019-01-26,3602.460449
1152,0,2019-01-27,3583.96582
1153,0,2019-01-28,3470.450439
1154,0,2019-01-29,3448.116943
1155,0,2019-01-30,3486.181641
1156,0,2019-01-31,3457.792725
1157,0,2019-02-01,3487.945313
1158,0,2019-02-02,3521.060791
1159,0,2019-02-03,3464.013428
1160,0,2019-02-04,3459.154053
1161,0,2019-02-05,3466.357422
1162,0,2019-02-06,3413.767822
1163,0,2019-02-07,3399.47168
1164,0,2019-02-08,3666.780273
1165,0,2019-02-09,3671.203613
1166,0,2019-02-10,3690.188232
1167,0,2019-02-11,3648.430664
1168,0,2019-02-12,3653.528564
1169,0,2019-02-13,3632.070557
1170,0,2019-02-14,3616.880859
1171,0,2019-02-15,3620.810791
1172,0,2019-02-16,3629.787598
1173,0,2019-02-17,3673.836182
1174,0,2019-02-18,3915.714355
1175,0,2019-02-19,3947.094482
1176,0,2019-02-20,3999.820557
1177,0,2019-02-21,3954.118164
1178,0,2019-02-22,4005.526611
1179,0,2019-02-23,4142.526855
1180,0,2019-02-24,3810.42749
1181,0,2019-02-25,3882.696289
1182,0,2019-02-26,3854.35791
1183,0,2019-02-27,3851.047363
1184,0,2019-02-28,3854.7854
1185,0,2019-03-01,3859.58374
1186,0,2019-03-02,3864.415039
1187,0,2019-03-03,3847.175781
1188,0,2019-03-04,3761.557129
1189,0,2019-03-05,3896.375
1190,0,2019-03-06,3903.942627
1191,0,2019-03-07,3911.484375
1192,0,2019-03-08,3901.131592
1193,0,2019-03-09,3963.313721
1194,0,2019-03-10,3951.599854
1195,0,2019-03-11,3905.227295
1196,0,2019-03-12,3909.15625
1197,0,2019-03-13,3906.717285
1198,0,2019-03-14,3924.369141
1199,0,2019-03-15,3960.911133
1200,0,2019-03-16,4048.72583
1201,0,2019-03-17,4025.229004
1202,0,2019-03-18,4032.507324
1203,0,2019-03-19,4071.190186
1204,0,2019-03-20,4087.476318
1205,0,2019-03-21,4029.326904
1206,0,2019-03-22,4023.968262
1207,0,2019-03-23,4035.826416
1208,0,2019-03-24,4022.168213
1209,0,2019-03-25,3963.070557
1210,0,2019-03-26,3985.080811
1211,0,2019-03-27,4087.066162
1212,0,2019-03-28,4069.107178
1213,0,2019-03-29,4098.374512
1214,0,2019-03-30,4106.660156
1215,0,2019-03-31,4105.404297
1216,0,2019-04-01,4158.183105
1217,0,2019-04-02,4879.87793
1218,0,2019-04-03,4973.021973
1219,0,2019-04-04,4922.798828
1220,0,2019-04-05,5036.681152
1221,0,2019-04-06,5059.817383
1222,0,2019-04-07,5198.896973
1223,0,2019-04-08,5289.770996
1224,0,2019-04-09,5204.958496
1225,0,2019-04-10,5324.551758
1226,0,2019-04-11,5064.487793
1227,0,2019-04-12,5089.539063
1228,0,2019-04-13,5096.586426
1229,0,2019-04-14,5167.722168
1230,0,2019-04-15,5067.108398
1231,0,2019-04-16,5235.55957
1232,0,2019-04-17,5251.937988
1233,0,2019-04-18,5298.385742
1234,0,2019-04-19,5303.8125
1235,0,2019-04-20,5337.88623
1236,0,2019-04-21,5314.53125
1237,0,2019-04-22,5399.365234
1238,0,2019-04-23,5572.361816
1239,0,2019-04-24,5464.866699
1240,0,2019-04-25,5210.515625
1241,0,2019-04-26,5279.348145
1242,0,2019-04-27,5268.291016
1243,0,2019-04-28,5285.13916
1244,0,2019-04-29,5247.352539
1245,0,2019-04-30,5350.726563
1246,0,2019-05-01,5402.697266
1247,0,2019-05-02,5505.283691
1248,0,2019-05-03,5768.289551
1249,0,2019-05-04,5831.16748
1250,0,2019-05-05,5795.708496
1251,0,2019-05-06,5746.807129
1252,0,2019-05-07,5829.501465
1253,0,2019-05-08,5982.45752
1254,0,2019-05-09,6174.528809
1255,0,2019-05-10,6378.849121
1256,0,2019-05-11,7204.771484
1257,0,2019-05-12,6972.371582
1258,0,2019-05-13,7814.915039
1259,0,2019-05-14,7994.416016
1260,0,2019-05-15,8205.167969
1261,0,2019-05-16,7884.90918
1262,0,2019-05-17,7343.895508
1263,0,2019-05-18,7271.208008
1264,0,2019-05-19,8197.689453
1265,0,2019-05-20,7978.309082
1266,0,2019-05-21,7963.327637
1267,0,2019-05-22,7680.066406
1268,0,2019-05-23,7881.84668
1269,0,2019-05-24,7987.371582
1270,0,2019-05-25,8052.543945
1271,0,2019-05-26,8673.21582
1272,0,2019-05-27,8805.77832
1273,0,2019-05-28,8719.961914
1274,0,2019-05-29,8659.487305
1275,0,2019-05-30,8319.472656
1276,0,2019-05-31,8574.501953
1277,0,2019-06-01,8564.016602
1278,0,2019-06-02,8742.958008
1279,0,2019-06-03,8208.995117
1280,0,2019-06-04,7707.770996
1281,0,2019-06-05,7824.231445
1282,0,2019-06-06,7822.023438
1283,0,2019-06-07,8043.951172
1284,0,2019-06-08,7954.12793
1285,0,2019-06-09,7688.077148
1286,0,2019-06-10,8000.32959
1287,0,2019-06-11,7927.714355
1288,0,2019-06-12,8145.857422
1289,0,2019-06-13,8230.923828
1290,0,2019-06-14,8693.833008
1291,0,2019-06-15,8838.375
1292,0,2019-06-16,8994.488281
1293,0,2019-06-17,9320.352539
1294,0,2019-06-18,9081.762695
1295,0,2019-06-19,9273.521484
1296,0,2019-06-20,9527.160156
1297,0,2019-06-21,10144.55664
1298,0,2019-06-22,10701.69141
1299,0,2019-06-23,10855.37109
1300,0,2019-06-24,11011.10254
1301,0,2019-06-25,11790.91699
1302,0,2019-06-26,13016.23145
1303,0,2019-06-27,11182.80664
1304,0,2019-06-28,12407.33203
1305,0,2019-06-29,11959.37109
1306,0,2019-06-30,10817.15527
1307,0,2019-07-01,10583.13477
1308,0,2019-07-02,10801.67773
1309,0,2019-07-03,11961.26953
1310,0,2019-07-04,11215.4375
1311,0,2019-07-05,10978.45996
1312,0,2019-07-06,11208.55078
1313,0,2019-07-07,11450.84668
1314,0,2019-07-08,12285.95801
1315,0,2019-07-09,12573.8125
1316,0,2019-07-10,12156.5127
1317,0,2019-07-11,11358.66211
1318,0,2019-07-12,11815.98633
1319,0,2019-07-13,11392.37891
1320,0,2019-07-14,10256.05859
1321,0,2019-07-15,10895.08984
1322,0,2019-07-16,9477.641602
1323,0,2019-07-17,9693.802734
1324,0,2019-07-18,10666.48242
1325,0,2019-07-19,10530.73242
1326,0,2019-07-20,10767.13965
1327,0,2019-07-21,10599.10547
1328,0,2019-07-22,10343.10645
1329,0,2019-07-23,9900.767578
1330,0,2019-07-24,9811.925781
1331,0,2019-07-25,9911.841797
1332,0,2019-07-26,9870.303711
1333,0,2019-07-27,9477.677734
1334,0,2019-07-28,9552.860352
1335,0,2019-07-29,9519.145508
1336,0,2019-07-30,9607.423828
1337,0,2019-07-31,10085.62793
1338,0,2019-08-01,10399.66895
1339,0,2019-08-02,10518.17481
1340,0,2019-08-03,10821.72656
1341,0,2019-08-04,10970.18457
1342,0,2019-08-05,11805.65332
1343,0,2019-08-06,11478.16895
1344,0,2019-08-07,11941.96875
1345,0,2019-08-08,11966.40723
1346,0,2019-08-09,11862.93652
1347,0,2019-08-10,11354.02441
1348,0,2019-08-11,11523.5791
1349,0,2019-08-12,11382.61621
1350,0,2019-08-13,10895.83008
1351,0,2019-08-14,10051.7041
1352,0,2019-08-15,10311.5459
1353,0,2019-08-16,10374.33887
1354,0,2019-08-17,10231.74414
1355,0,2019-08-18,10345.81055
1356,0,2019-08-19,10916.05371
1357,0,2019-08-20,10763.23242
1358,0,2019-08-21,10138.04981
1359,0,2019-08-22,10131.05566
1360,0,2019-08-23,10407.96484
1361,0,2019-08-24,10159.96094
1362,0,2019-08-25,10138.51758
1363,0,2019-08-26,10370.82031
1364,0,2019-08-27,10185.5
1365,0,2019-08-28,9754.422852
1366,0,2019-08-29,9510.200195
1367,0,2019-08-30,9598.173828
1368,0,2019-08-31,9630.664063
1369,0,2019-09-01,9757.970703
1370,0,2019-09-02,10346.76074
1371,0,2019-09-03,10623.54004
1372,0,2019-09-04,10594.49316
1373,0,2019-09-05,10575.5332
1374,0,2019-09-06,10353.30273
1375,0,2019-09-07,10517.25488
1376,0,2019-09-08,10441.27637
1377,0,2019-09-09,10334.97461
1378,0,2019-09-10,10115.97559
1379,0,2019-09-11,10178.37207
1380,0,2019-09-12,10410.12695
1381,0,2019-09-13,10360.54688
1382,0,2019-09-14,10358.04883
1383,0,2019-09-15,10347.71289
1384,0,2019-09-16,10276.79395
1385,0,2019-09-17,10241.27246
1386,0,2019-09-18,10198.24805
1387,0,2019-09-19,10266.41504
1388,0,2019-09-20,10181.6416
1389,0,2019-09-21,10019.7168
1390,0,2019-09-22,10070.39258
1391,0,2019-09-23,9729.324219
1392,0,2019-09-24,8620.566406
1393,0,2019-09-25,8486.993164
1394,0,2019-09-26,8118.967773
1395,0,2019-09-27,8251.845703
1396,0,2019-09-28,8245.915039
1397,0,2019-09-29,8104.185547
1398,0,2019-09-30,8293.868164
1399,0,2019-10-01,8343.276367
1400,0,2019-10-02,8393.041992
1401,0,2019-10-03,8259.992188
1402,0,2019-10-04,8205.939453
1403,0,2019-10-05,8151.500488
1404,0,2019-10-06,7988.155762
1405,0,2019-10-07,8245.623047
1406,0,2019-10-08,8228.783203
1407,0,2019-10-09,8595.740234
1408,0,2019-10-10,8586.473633
1409,0,2019-10-11,8321.756836
1410,0,2019-10-12,8336.555664
1411,0,2019-10-13,8321.005859
1412,0,2019-10-14,8374.686523
1413,0,2019-10-15,8205.369141
1414,0,2019-10-16,8047.526855
1415,0,2019-10-17,8103.911133
1416,0,2019-10-18,7973.20752
1417,0,2019-10-19,7988.560547
1418,0,2019-10-20,8222.078125
1419,0,2019-10-21,8243.720703
1420,0,2019-10-22,8078.203125
1421,0,2019-10-23,7514.671875
1422,0,2019-10-24,7493.48877
1423,0,2019-10-25,8660.700195
1424,0,2019-10-26,9244.972656
1425,0,2019-10-27,9551.714844
1426,0,2019-10-28,9256.148438
1427,0,2019-10-29,9427.6875
1428,0,2019-10-30,9205.726563
1429,0,2019-10-31,9199.584961
1430,0,2019-11-01,9261.104492
1431,0,2019-11-02,9324.717773
1432,0,2019-11-03,9235.354492
1433,0,2019-11-04,9412.612305
1434,0,2019-11-05,9342.527344
1435,0,2019-11-06,9360.879883
1436,0,2019-11-07,9267.561523
1437,0,2019-11-08,8804.880859
1438,0,2019-11-09,8813.582031
1439,0,2019-11-10,9055.526367
1440,0,2019-11-11,8757.788086
1441,0,2019-11-12,8815.662109
1442,0,2019-11-13,8808.262695
1443,0,2019-11-14,8708.094727
1444,0,2019-11-15,8491.992188
1445,0,2019-11-16,8550.760742
1446,0,2019-11-17,8577.975586
1447,0,2019-11-18,8309.286133
1448,0,2019-11-19,8206.145508
1449,0,2019-11-20,8027.268066
1450,0,2019-11-21,7642.75
1451,0,2019-11-22,7296.577637
1452,0,2019-11-23,7397.796875
1453,0,2019-11-24,7047.916992
1454,0,2019-11-25,7146.133789
1455,0,2019-11-26,7218.371094
1456,0,2019-11-27,7531.663574
1457,0,2019-11-28,7463.105957
1458,0,2019-11-29,7761.243652
1459,0,2019-11-30,7569.629883
1460,0,2019-12-01,7424.29248
1461,0,2019-12-02,7321.988281
1462,0,2019-12-03,7320.145508
1463,0,2019-12-04,7252.034668
1464,0,2019-12-05,7448.307617
1465,0,2019-12-06,7546.996582
1466,0,2019-12-07,7556.237793
1467,0,2019-12-08,7564.345215
1468,0,2019-12-09,7400.899414
1469,0,2019-12-10,7278.119629
1470,0,2019-12-11,7217.427246
1471,0,2019-12-12,7243.134277
1472,0,2019-12-13,7269.68457
1473,0,2019-12-14,7124.673828
1474,0,2019-12-15,7152.301758
1475,0,2019-12-16,6932.480469
1476,0,2019-12-17,6640.515137
1477,0,2019-12-18,7276.802734
1478,0,2019-12-19,7202.844238
1479,0,2019-12-20,7218.816406
1480,0,2019-12-21,7191.158691
1481,0,2019-12-22,7511.588867
1482,0,2019-12-23,7355.628418
1483,0,2019-12-24,7322.532227
1484,0,2019-12-25,7275.155762
1485,0,2019-12-26,7238.966797
1486,0,2019-12-27,7290.088379
1487,0,2019-12-28,7317.990234
1488,0,2019-12-29,7422.652832
1489,0,2019-12-30,7292.995117
1490,0,2019-12-31,7193.599121
1491,0,2020-01-01,7200.174316
1492,0,2020-01-02,6985.470215
1493,0,2020-01-03,7344.884277
1494,0,2020-01-04,7410.656738
1495,0,2020-01-05,7411.317383
1496,0,2020-01-06,7769.219238
1497,0,2020-01-07,8163.692383
1498,0,2020-01-08,8079.862793
